"ime","plezalisce","ocena","dolzina"
Familia telerin,Chulilla,4a,12 m
Criptonita,Chulilla,4b,12 m
Tabu,Chulilla,4b,10 m
Si boana,Chulilla,4b,11 m
Una de pajaritos,Chulilla,4b,10 m
Directa al cazo,Chulilla,4b,10 m
Los pitufos,Chulilla,4b,10 m
Locomotoro,Chulilla,6a+,22 m
Saturno,Chulilla,6c+,22 m
Marraquech,Chulilla,6b+,18 m
No deixeu deixalles,Chulilla,5b,38 m
Jarry el sucio,Chulilla,5c,38 m
Conan el bárbaro,Chulilla,5b,36 m
Culito respingón,Chulilla,6a,36 m
El retorno del pato,Chulilla,6c,38 m
Mi ángel interior L1,Chulilla,4b,15 m
Mi ángel interior L2,Chulilla,6b+,38 m
Alegria al polvo,Chulilla,6b+,38 m
Farlopa pa que,Chulilla,6b+,36 m
Nuevos vecinos,Chulilla,6a+,30 m
La bruja piñones,Chulilla,6b,30 m
Quasimodo,Chulilla,6b,35 m
La pelota de Kalo,Chulilla,6b,35 m
Kalo old,Chulilla,P,32 m
Kalo,Chulilla,6b+,32 m
No name CH2,Chulilla,P,20 m
Quena,Chulilla,6c,32 m
Mikel,Chulilla,7a+,32 m
Blanca,Chulilla,6b,32 m
Estoy quemado,Chulilla,6a+,30 m
Blandiblu,Chulilla,6c,30 m
No name CH3,Chulilla,P,20 m
No name CH4,Chulilla,P,20 m
Triskismikis,Chulilla,6a+,32 m
Y un cacao mas,Chulilla,7a,30 m
No name CH6,Chulilla,P,20 m
Rollo love,Collegats - La Pedrera,8a,28 m
Rollo jabali,Collegats - La Pedrera,8a/a+,28 m
3B's i un MC,Collegats - La Pedrera,7b,25 m
Intergalactic,Collegats - La Pedrera,7c,25 m
Sarro Magic,Collegats - La Pedrera,7b+,30 m
Koloca't Be,Collegats - La Pedrera,7b+,28 m
Bioactiva,Collegats - La Pedrera,7c+,45 m
Musavia,Collegats - La Pedrera,7a+,30 m
Gaudir,Collegats - La Pedrera,7a,30 m
Fina i Segura,Collegats - La Pedrera,7b,28 m
Eterna,Collegats - La Pedrera,7a+,45 m
Proj.,Collegats - La Pedrera,P,35 m
Fleck,Collegats - La Pedrera,7b,38 m
2001 Una Odisea Especial,Collegats - La Pedrera,7b+,35 m
Ke bo Ke Sta el Pa Africa,Collegats - La Pedrera,7c,35 m
Happy flowers,Collegats - La Pedrera,7c+,35 m
Per tutti l'Ano,Collegats - La Pedrera,7b+,35 m
Buen rollito,Collegats - La Pedrera,8a+,35 m
Escloper,Collegats - La Pedrera,8b+/c,32 m
Mascaxapes,Collegats - La Pedrera,8a+,32 m
Tita Bullida,Collegats - La Pedrera,7c,30 m
Arnalada,Collegats - La Pedrera,7b,28 m
Hermes,Collegats - La Pedrera,8a,12 m
Acat,Collegats - La Pedrera,6c,30 m
Rambutan,Collegats - La Pedrera,7b,30 m
Jo voleda dir jo,Collegats - La Pedrera,7b+,30 m
Palomando,Collegats - La Pedrera,7c+,30 m
Lo Minairo,Collegats - La Pedrera,7b+,25 m
Kit Xocolata,Collegats - La Pedrera,7a+,25 m
El Ninot,Collegats - La Pedrera,6c+,20 m
Il Gamberreto,Collegats - La Pedrera,6b,20 m
Menu Forestal,Collegats - La Pedrera,6a+,18 m
El Pastor Activista,Collegats - La Pedrera,6b+,18 m
Fu, l'ultim Heavy de Pobla,Collegats - La Pedrera,6b+,18 m
Guerrera,El Chorro,6a+/b,25 m
Para que disfruteel canalla,El Chorro,6b,15 m
Liron careto,El Chorro,7c,30 m
La golosa,El Chorro,7c+,40 m
Poema de roca,El Chorro,7a,20 m
xy,El Chorro,6c,20 m
Talibania L2,El Chorro,8a,40 m
white musc,eremita de betlem,6b+,25 m
sieptembre negro,eremita de betlem,8a,20 m
chin chan,eremita de betlem,6b+,20 m
Fils de pan,Foz de la canal,7a,15 m
Cartire les points,Foz de la canal,7b,25 m
Joe bar team,Foz de la canal,7c,40 m
Arampicata y mozarela,Foz de la canal,6c+,20 m
Le corbeau etle renard,Foz de la canal,7a,35 m
lisa simpson,Gorg Blau,6b+,35 m
chill out R1,Gorg Blau,7a,15 m
sa fosca R1,Gorg Blau,7a,15 m
sa festa,Gorg Blau,7c,25 m
Lucas rider,Grazalema,8a,38 m
Malas Pulga,Infierno,7a,23 m
chaman,la muela,8a,23 m
fumachu L1,la muela,7c+,30 m
colago,Les perxes,7b,20 m
Wawanko,LLaberia/tivisa,6b+,22 m
Paradiso del limpadores,LLaberia/tivisa,7b+,30 m
Camisasque,Mallorca - La Creveta,5b,30 m
Krilin,Mallorca - La Creveta,6a+,10 m
Récords de Bunyola,Mallorca - La Creveta,6a+,30 m
Som-hi,Mallorca - La Creveta,6a,30 m
Mexicans Forever,Mallorca - S'estret,6c+,25 m
Kum laude,Mallorca - S'estret,7a,25 m
Bicep Blowout,Mallorca - S'estret,7a+,25 m
Busibus,Mallorca - S'estret,6c+,25 m
Red Stain,Mallorca - S'estret,6b+,25 m
Movimiento sexy,Mallorca - S'estret,5a/a+,15 m
Tight Slab,Mallorca - S'estret,6a+,22 m
Menage à trois,Mallorca - S'estret,6a+,22 m
Eliminate,Mallorca - S'estret,5c,22 m
Virgin,Mallorca - S'estret,6a,22 m
El bandido de un brazo,Mallorca - S'estret,6a,35 m
El culo,Mallorca - S'estret,5c,22 m
King of Quint,Mallorca - S'estret,6a+,22 m
Con el culo al aire,Mallorca - S'estret,5b,22 m
Spanky,Mallorca - Valldemossa,6a,20 m
Lanky,Mallorca - Valldemossa,6a,20 m
Shorty,Mallorca - Valldemossa,6a,25 m
Suphi,Mallorca - Valldemossa,6a,24 m
Pepa,Mallorca - Valldemossa,6a+,22 m
Sostre den burotet,Mallorca - Valldemossa,6c+,18 m
Dali,Mallorca - Valldemossa,5c,18 m
No name 1,Margalef,5c,15 m
No name 2,Margalef,6a+,15 m
No name 3,Margalef,6a,15 m
No name 4,Margalef,5c,13 m
No name 5,Margalef,5c,10 m
Aresta Bruc,Margalef,6c,13 m
Maar Galluf,Margalef,6c,13 m
Bulma,Margalef,6b+,13 m
Sense pi,Margalef,6c+,13 m
Okupa Hristo,Margalef,6b+,13 m
Tasmanian Devil,Margalef,6b,13 m
Camborius,Margalef,6a+,13 m
El Pesafigues,Margalef,6b,13 m
Murdoc,Margalef,6a+,13 m
Escargot Boobe,Margalef,6b+,13 m
Drac Sheran,Margalef,6a,11 m
La senda de Wenda,Margalef,5c,11 m
Ulls,Margalef,6c+,11 m
El monstre Bu,Margalef,6c+,10 m
L' estibador,Margalef,6c,11 m
El dia de la Bestia,Margalef,7a,20 m
Baginades,Margalef,6b+,20 m
Krilin,Margalef,6b+,20 m
Murciegalus,Margalef,6b+,20 m
Gos roig, gos boig,Margalef,6c,20 m
Samson,Margalef,6c+,20 m
Carn d'olla,Margalef,7a,20 m
El senyor de les mosques,Margalef,6b+,20 m
O'Mar Galef,Margalef,7b,22 m
Verdures atomiques,Margalef,6c,22 m
Lobo Lopez,Margalef,7a,22 m
Bitx,Margalef,7a+,23 m
Ni poc,Margalef,7b,24 m
Estilson,Margalef,7a+,23 m
Kriptonita,Margalef,7c+,22 m
Lucky,Margalef,7b+,20 m
Qu'estic aci!,Margalef,7b,14 m
La pernilota del Passadena,Margalef,6b,14 m
La feria del choquetin,Margalef,6b,14 m
PPKK,Margalef,6c+,18 m
Ment en blanc,Margalef,8a,24 m
Doctor feelgood,Margalef,8a,28 m
Malapell,Margalef,8b,28 m
Esau,Margalef,8a+,30 m
Esau directa,Margalef,8a+,30 m
Anarkoreta,Margalef,8a+,26 m
Via del Marc,Margalef,8a+,25 m
?,Margalef,8a,20 m
L'Espiodimonis,Margalef,8c,23 m
Mistic,Margalef,8b+,20 m
Pedra,paper,tisora,Margalef,8c,21 m
Luxury,Margalef,8b+,22 m
Sin domesticar,Margalef,8c+,18 m
Domesticada,Margalef,8a+,12 m
Doctor loco,Margalef,6a+,18 m
Puma,Margalef,5b,18 m
Del aguila,Margalef,5b,18 m
Verda,Margalef,5b,18 m
Groga,Margalef,5b,18 m
Bon rotllo,Margalef,6a,20 m
Berberecho blues,Margalef,6c,18 m
Ponte peluca,Margalef,7a,18 m
Segallosa,Margalef,6a,18 m
Piastic,Margalef,6b,18 m
Boliche,Margalef,7c+,15 m
Villa pecado,Margalef,6b+,20 m
La baldada,Margalef,6c,20 m
N2,Margalef,7a+,20 m
Ten amigos pa jodelos,Margalef,7b,20 m
My tito Hirrou,Margalef,6b,20 m
La ruta de unai,Margalef,6b+,20 m
I tu de qui ets, xiquet?,Margalef,6a+,20 m
Aixo no es poti resisti,Margalef,6b,20 m
A cul petador no li cal doctor,Margalef,6b,20 m
Un peto de Marieta,Margalef,6a+,20 m
Comendatore Paco,Margalef,6a+,20 m
Ana y lucky,Margalef,6b+,20 m
Al...?,Margalef,6b,20 m
Sin nome,Margalef,6c,20 m
Sin nome 1,Margalef,7c,20 m
Sin nome 2,Margalef,6c,20 m
Sin nome 3,Margalef,7c,20 m
Molcriat,Margalef,7a+,20 m
Unidedo,Margalef,7b,20 m
Isaac Zemu,Margalef,7b,20 m
Rural mafia,Margalef,7a+,20 m
Fillos de güayente,Margalef,7b,20 m
Son de Murseq,Margalef,6c+,20 m
N5,Margalef,6c,20 m
N6,Margalef,6c,18 m
The new cucos,Margalef,7a+,18 m
Redeu!me faras consmi,Margalef,6b,18 m
Iz..?,Margalef,6c+,18 m
Sin nome 4,Margalef,6b,17 m
Te lo juro por mi iphone,Margalef,6b,15 m
Cabecita,Margalef,6b+,15 m
Per molts anys,Margalef,6a,15 m
BIT Penedes,Margalef,6b,15 m
No m'agradaria ser martell,Margalef,6b,15 m
La Hormiga Atómica,Margalef,6a+,16 m
Ni pa Ti,Margalef,6b,16 m
Perpunyetes,Margalef,6b,20 m
Ni pa Mi,Margalef,6b+,16 m
In extremis,Margalef,6c+,20 m
Reventuning,Margalef,7a,20 m
Kagaito Sakapoko,Margalef,6c+,18 m
Sin nome 9,Margalef,6c+,18 m
Max-heedrom,Margalef,7a+,20 m
Supermanana,Margalef,6c,20 m
Iler-crack,Margalef,7a,20 m
Guirlache,Margalef,6c,20 m
Setareh,Margalef,6c,20 m
Abanibí,Margalef,6c,20 m
Overbooking,Margalef,6c,20 m
Roig Heffner,Margalef,7a,20 m
Sudoku,Margalef,7c,25 m
Draculin,Margalef,7a+,25 m
El Gotdinflón,Margalef,7b,25 m
Globetrotter,Margalef,7b+,20 m
Gravity glove,Margalef,7c+,25 m
Especial caballeros,Margalef,7c+,20 m
Maligna,Margalef,7c+,25 m
La gomorra,Margalef,7b+,10 m
El sistema,Margalef,7c+,26 m
Variante vampiros,Margalef,8b+,26 m
Los ultimos vampiros hippies,Margalef,8c,27 m
El ball del triceps,Margalef,8b,28 m
Alzeimer brothers,Margalef,8b+,28 m
Salmorra,Margalef,8b,27 m
Pal oeste,Margalef,8c+,26 m
Pal norte,Margalef,8c+,25 m
Pal este,Margalef,8c,25 m
Pal sur,Margalef,8a,26 m
Ximpleta,Margalef,8a,24 m
Toni kaneloni,Margalef,8a+,25 m
La drecera,Margalef,7b,26 m
ONG,Margalef,8a+,24 m
Colocon de resina,Margalef,7c+,22 m
Telemaster,Margalef,8a,22 m
La Riera,Margalef,8a+,23 m
Viote,my friend,Margalef,7c+,24 m
Beta de boira,Margalef,7a,25 m
Repos actiu,Margalef,6c+,23 m
Punto de gravedad cero,Margalef,6b+,18 m
Zona mixta,Margalef,7b,22 m
Tastavins,Margalef,6c,21 m
Memoria histerica,Margalef,6b+,22 m
Corporacio antiestetica,Margalef,7c,9 m
Malasombra,Margalef,7c+,22 m
Braguetasso,Margalef,8a+,22 m
Batuka,Margalef,8b,23 m
Transilvania,Margalef,8a,23 m
Drole de vie,Margalef,7c+,23 m
Amb pal no dona pal,Margalef,7b,22 m
Franja de ponent,Margalef,7a,20 m
Que pasa neng?,Margalef,7a,20 m
Artisans,Margalef,7c,20 m
Fito,Margalef,5c,15 m
Farlopa pa la tropa,Margalef,6a,16 m
Menos quintos y mas tercios,Margalef,5c,15 m
Porros pa mis morros,Margalef,6a+,15 m
Le malabar suisse,Margalef,6b+,15 m
Le casse pied,Margalef,6b,15 m
Los osos amorosos,Margalef,6a+,15 m
La croix de secours,Margalef,5c,15 m
Persimilis californicus,Margalef,5c,16 m
Los Pitufos,Margalef,5c,16 m
La treva,Margalef,6a,10 m
Fakir,Margalef,6b+,10 m
Equiparrostolls,Margalef,7a,15 m
L'esparverat,Margalef,7c+,15 m
Carn de cano,Margalef,7c,15 m
Mindundi,Margalef,7b+,20 m
L'araignee rouge,Margalef,8b,22 m
Corazon de piedra,Margalef,8b+,15 m
Super Paquito,Margalef,8a+,18 m
Adios Paquito,Margalef,7c+,20 m
El cura y el monaguillo,Margalef,6b+,15 m
Commando basurilla,Margalef,6c,15 m
Violencia Rivas,Margalef,6b+,15 m
Eldelosgatos.com,Margalef,6c,15 m
Onan el Barbaro,Margalef,7a,15 m
Chupa y sigue,Margalef,6a+,15 m
Directo a tu recto,Margalef,6a+,15 m
Gang bang,Margalef,6a+,15 m
Ellas las prefieren gordas,Margalef,6a+,15 m
Abierta hasta el amanecer,Margalef,6a,15 m
Me cago en el amor,Margalef,6a,15 m
Les bons sont Toujours...,Margalef,6c,16 m
Maurir pour desidees,Margalef,6a+,16 m
La Paparra,Margalef,6b,17 m
Si te Vuelvo a Pintar...,Margalef,6b+,17 m
Com el vent,Margalef,6b,12 m
Plis plas,Margalef,6a+,17 m
La maquina de fallar,Margalef,7a+,20 m
Jodo co pues,Margalef,7b,16 m
Merino pan y vino,Margalef,7b+,16 m
No t'ho perdis,Margalef,7b,16 m
El poder,Margalef,7c,20 m
Las invasiones barbaras,Margalef,7a+,20 m
Rollito McClure,Margalef,7c,20 m
El ladron de orquideas,Margalef,8a,20 m
Follame,Margalef,7c,20 m
El ultimo poeta,Margalef,7b,20 m
Efecto cremallera,Margalef,6c+,20 m
Palasil,Margalef,7a+,20 m
Pal Omin,Margalef,7a,20 m
Barman returns,Margalef,7b+,20 m
El tavernicola,Margalef,7a+,20 m
La banda de Albacete,Margalef,6c,20 m
Weissmuller,Margalef,6c,20 m
Guybrush,Margalef,7a,20 m
Lucantropo,Margalef,7b,20 m
Rollito Matrix,Margalef,8a,20 m
Mira y aprende,Margalef,7b,20 m
Priorato para rato,Margalef,7c+,20 m
Bocachancla,Margalef,7c+,20 m
Goldfinger,Margalef,8a+,20 m
Pittilingorri,Margalef,7c,20 m
Elgitanet i la bruxieta bona,Margalef,8a+,20 m
Lejos del agabio,Margalef,6c,20 m
Ni fu ni fo,Margalef,5c,8 m
Calatrava,Margalef,5c,8 m
Trumfus peluts,Margalef,5c,18 m
L'escorpi,Margalef,6a,18 m
Juli Vert,Margalef,6a+,18 m
Somiatruites,Margalef,6b+,18 m
Follet Tortuga,Margalef,5c,16 m
Overboking,Margalef,6a+,16 m
Ivan tres potes,Margalef,7a+,17 m
Supercalcarea,Margalef,6c+,16 m
Chachi qui chapi,Margalef,7a,18 m
Escalagmita,Margalef,6a+,20 m
Las avispas,Margalef,7a,18 m
Delicatessen,Margalef,6c,18 m
Freekando,Margalef,6b,18 m
El free pendo,Margalef,6b+,18 m
Brigada txocolata,Margalef,6c,18 m
Senyor espero,Margalef,5c,11 m
Soy freeky,Margalef,6a,12 m
Comando Txapolina,Margalef,6a+,12 m
Chauen dios,Margalef,6a+,13 m
Un cigarrito Paquito,Margalef,6b+,13 m
Pepo al aparato,Margalef,6b+,15 m
Nunca tantos f.t.p.,Margalef,6a+,15 m
Estoy supermorao,Margalef,6a+,13 m
Burbuja roja,Margalef,6b,13 m
Jimmy Jazz,Margalef,6b+,13 m
El Savoy,Margalef,6b,10 m
El pequeno ayudante,Margalef,6a+,10 m
Selidonia,Margalef,6a+,10 m
Y ahora que?,Margalef,6a,10 m
El gato,Margalef,6a,7 m
El vuelo,Margalef,5c,7 m
Palique a tope,Margalef,7b,15 m
Jamakuco cerebral,Margalef,7a+,15 m
El bocamoll del Priorat,Margalef,6c+,15 m
Soliloki,Margalef,6c,15 m
Parlamassa,Margalef,6b,15 m
A la puta rue,Margalef,8b+,12 m
Darwin dixit,Margalef,8b+,15 m
Doble lluna,Margalef,8b+,15 m
Photo shot,Margalef,8b,16 m
Demencia senil,Margalef,9a+,17 m
Llamps i trons,Margalef,8c+,15 m
Devora cordes,Margalef,8a+,17 m
Sin conservantes ni colorantes,Margalef,8b,17 m
Vertigen,Margalef,8a,16 m
Tsunami,Margalef,7c,12 m
Speed baby,Margalef,8b+,14 m
Absolut,Margalef,8a+,14 m
Guiris go home,Margalef,8b,14 m
La samba del mango,Margalef,8a,12 m
Depresion,Margalef,8a,10 m
Duna,Margalef,7c+,12 m
Austin power,Margalef,7c+,12 m
Memoria de peix,Margalef,8b+,13 m
Borobil session,Margalef,8b+,12 m
Sarau nocturn,Margalef,8a,13 m
Experience,Margalef,8b,14 m
24 hours party people,Margalef,8c,14 m
Voladerum,Margalef,7c,14 m
Miguel el casero,Margalef,7c+,13 m
La Bombi,Margalef,8b,10 m
Muntanyisme,Margalef,6b+,13 m
Integrisme balsamic,Margalef,6a,14 m
Guitler,Margalef,6b,13 m
Directa a la zona,Margalef,8b,10 m
Zona 30,Margalef,8b,10 m
!?,Margalef,7b+,14 m
Incomodin,Margalef,8b,13 m
When we were kings,Margalef,8b+,14 m
La ley innata,Margalef,8c+/9a,14 m
First ley,Margalef,9a+,14 m
First round, first minute,Margalef,9b,14 m
Bumbaye,Margalef,8c+,15 m
Sikau tot,Margalef,7c,10 m
Tampak,Margalef,4c,12 m
A morro,Margalef,5b,12 m
Sexie movie,Margalef,6a,12 m
Korroskada,Margalef,6a+,12 m
Eskorbuto,Margalef,6a,12 m
Sociedad alcoholica,Margalef,5c,12 m
Titacorta,Margalef,5c,15 m
Torrada negra,Margalef,5c,16 m
Bombarda,Margalef,6a,16 m
Les mosques tambe dormen,Margalef,6a+,17 m
Avi que no has vist Livingston,Margalef,6b,22 m
Smuc,Margalef,6a+,17 m
Besalgato,Margalef,6b,22 m
Callaunrato,Margalef,6a+,17 m
Puerto Hurraco,Margalef,6a,17 m
Desakato,Margalef,6a,17 m
Llepafils,Margalef,5a,17 m
Pampa mix,Margalef,5b,16 m
Trans,Margalef,4c,16 m
Txak-pak,Margalef,4b,16 m
A mi plin,Margalef,5b,16 m
Piule socarraet,Margalef,5c,16 m
Miss tela,Margalef,6a+,15 m
Tronco quemao,Margalef,4b,16 m
Katulina,Margalef,4c,16 m
Rosco guarro,Margalef,5b,16 m
L home flor,Margalef,5c,16 m
Cutty shark,Margalef,4b,16 m
Raticulin,Margalef,5b,15 m
Tio raro,Margalef,5c,15 m
Air bamba,Margalef,5b,15 m
Fa fong,Margalef,5b,13 m
Jungle-jungle,Margalef,6a,10 m
Akimaturo,Margalef,5c,10 m
Passagana,Margalef,4c,13 m
Margalefistan,Margalef,4b,13 m
Top rope tablets,Margalef,3,13 m
Decidete Pepe,Margalef,6a+,10 m
Terapia de rabia,Margalef,6a,10 m
Capitan araña,Margalef,6c+,18 m
Masa pilili,Margalef,6c,18 m
Doble dosis,Margalef,7b+,20 m
Kagonman,Margalef,7b,20 m
Siroko,Margalef,6c+/7a,20 m
Cream caramel,Margalef,7a,20 m
Drogados y construcciones,Margalef,6c+,20 m
Naturalment,Margalef,7a,20 m
Negoci facil,Margalef,6c+,20 m
Machoman,Margalef,6c+,20 m
Pim pam,Margalef,6c,20 m
La ràpida,Margalef,6b,20 m
Entrecot,Margalef,6c,10 m
Via del eco,Margalef,6a+,10 m
Yoyo,Margalef,6b,10 m
Cala profunda,Margalef,6a,10 m
Bufala,Margalef,6c,16 m
Tableton,Margalef,6b,16 m
Frente boqueron,Margalef,6a+,18 m
El boqueron vacilon,Margalef,6a+,18 m
Churrasco,Margalef,6a,18 m
Parillades,Margalef,6a,18 m
Viernes trece,Margalef,6a+,18 m
Cascarillo brillo,Margalef,6a+,18 m
Via del Barril,Margalef,5c,17 m
El mestre,Margalef,7b,40 m
Grand master,Margalef,8a,40 m
Talibania,Margalef,7a,33 m
Chulo de barrio,Margalef,7b,33 m
Capitan Mustang,Margalef,7b+,33 m
Bubka,Margalef,7c,33 m
Man on the moon,Margalef,7b+,32 m
Justicia universal,Margalef,7c,32 m
Antigodia,Margalef,7b+,32 m
Sirtaki,Margalef,7c,32 m
Tron,Margalef,7b+,32 m
Man of steel,Margalef,8b,30 m
Local hero,Margalef,8a,30 m
Letal hero,Margalef,8a,30 m
Espatarrant,Margalef,7a,28 m
Diedros y espolones son de maricones,Margalef,7c+,28 m
Romani ite domus,Margalef,7b,26 m
El dia de las ostias,Margalef,7a+,26 m
La chupadica,Margalef,6c,20 m
Mańolita,Margalef,7a,20 m
Carmencita come amanitas,Margalef,6b+,25 m
Muscaria,Margalef,6c+,25 m
Phaloides,Margalef,6c+,25 m
Sutils perfums,Margalef,7a,25 m
Banzai sans le Bonsai,Margalef,7a,25 m
Ballarin,Margalef,6b,22 m
Los trampolines son para el verano,Margalef,6b,22 m
Hornimans,Margalef,6b+,22 m
Instint animal,Margalef,7b,20 m
Printemps arabe,Margalef,7b,20 m
Los Sobraos,Margalef,7c,22 m
Tan tiernas como un bebe,Margalef,8a,22 m
La que todos se miraron,Margalef,7c,22 m
El Predicador,Margalef,7c+,23 m
La preso dels monstres,Margalef,8b+,20 m
Herritarrok,Margalef,8b,20 m
Wilson Pacheco,Margalef,8b+,20 m
Twist as lola,Margalef,8a,20 m
Virgen extra,Margalef,8a,20 m
El bicho chupa cintas,Margalef,8b,20 m
Pollastre de granja,Margalef,8a,26 m
Parabellum,Margalef,7c+,30 m
Ave felix,Margalef,6c,16 m
Anys i anys,Margalef,6c,18 m
Kiffy,Margalef,6c+,18 m
Encefalopatia esponjiforme,Margalef,6c+,15 m
Lacasitos de merda,Margalef,7a,15 m
Txula hop,Margalef,7a+,15 m
Pedopulsion,Margalef,7a,15 m
Rocambolets,Margalef,6b,15 m
Mataro connection,Margalef,6c+,15 m
Farruquito,Margalef,6c,15 m
Menisco hecho cisco,Margalef,6c,15 m
Super porc,Margalef,6a,15 m
Fideus a la brossa,Margalef,7a,15 m
Noches de amor y mierda,Margalef,7b+,15 m
Martini & the rocks,Margalef,6a,15 m
Pubilla,Margalef,6b,15 m
Sis be cirerer,Margalef,6b+,15 m
One,Margalef,6b,15 m
Mimi,Margalef,4b,15 m
Mamar,Margalef,4b,15 m
Simba,Margalef,5b,15 m
No vegis,Margalef,5b,15 m
Cap de perdal,Margalef,4c,15 m
Vell verd,Margalef,5b,15 m
Setas man,Margalef,5b,15 m
Canut,Margalef,4b,17 m
Cap aqui, capalla,Margalef,4b,15 m
Hey Joe,Margalef,5c,15 m
Con cintas y a lo loco,Margalef,5c,15 m
Arvalillo el brujo,Margalef,5c,15 m
La penya de l'espardenya,Margalef,6b,15 m
Ma llarga,Margalef,6b,15 m
Koñiko,Margalef,5c,15 m
De pe a pa,Margalef,5c,15 m
Rin tin tin,Margalef,5b,15 m
Golfus,Margalef,5c,15 m
Gargall,Margalef,5c,15 m
Sex si,Margalef,5b,15 m
El celler,Margalef,5b,17 m
No name 7,Margalef,5b,17 m
Bolinga,Margalef,5b,16 m
D.O.,Margalef,5b,16 m
Mitg litre,Margalef,5c,16 m
Putin patin patan,Margalef,6a,15 m
Litre i mitg,Margalef,6a,15 m
Fot-li pinatell,Margalef,6a+,15 m
Trenca goles,Margalef,6a,15 m
Canet Rock,Margalef,6c,15 m
Curset de lolo,Margalef,7c,15 m
Zelador volador,Margalef,7a+,15 m
Vacatremolenca,Margalef,7b+,15 m
Munio europea,Margalef,7a+,15 m
Cop de codol,Margalef,6c+,20 m
Margarida Xirgu,Margalef,7a,20 m
Pluma de puta,Margalef,6b+,20 m
Mexican blackbird,Margalef,6b+,20 m
Gatzarejant alegrement,Margalef,6b,25 m
El cepat del Priorat,Margalef,6b+,25 m
Murgoles salvatges,Margalef,6a+,25 m
La mia,Margalef,7a,30 m
Menos gaitas e mais Vino,Margalef,7c+,35 m
Tio canya,Margalef,7c+,35 m
Escaqueitor,Margalef,7b,35 m
El chaval de la cleca,Margalef,7b+,33 m
The chemical brothers,Margalef,7a,35 m
Whiskey compadre,Margalef,7b+,35 m
Via del furri,Margalef,7b+,35 m
P.G.B.,Margalef,7b+,35 m
Besame mucho,Margalef,7b+,35 m
A flash de Gatell,Margalef,7b,35 m
El Pancho,Margalef,6c+,35 m
Malaguena salerosa,Margalef,7a,35 m
Fanatic,Margalef,7a+,35 m
Mas vale ser freaky que maricon de playa,Margalef,6c,35 m
Eco-Jessi,Margalef,7b,35 m
El bicho del Roger,Margalef,7b+,35 m
El batmovil,Margalef,6c,33 m
La via del Blas,Margalef,6c,30 m
La funcionaria asesina,Margalef,7a+,28 m
El Cadufer,Margalef,7c,25 m
El guardia,Margalef,8a,18 m
La insaciable,Margalef,7c+,18 m
To tieso,Margalef,6b+,30 m
No name 8,Margalef,5c,20 m
Una de dedos,Margalef,6a,24 m
No se,Margalef,6a+,24 m
No name 9,Margalef,6b,20 m
Minyons forever,Margalef,6b,25 m
El cid Cabreador,Margalef,6b+,25 m
Cansina,Margalef,6c,25 m
Efecte iman,Margalef,7b+,17 m
Skinpet,Margalef,7a+,15 m
Guay del Paraguay,Margalef,6b,15 m
Full del Estambul,Margalef,6a+,15 m
Lejia de Rumania,Margalef,6b+,17 m
Mazapan del Turkastan,Margalef,6a+,17 m
Na fen,Margalef,5c,8 m
Po zi,Margalef,5c,8 m
Tabe,Margalef,5c,8 m
Mestoy kitando,Margalef,5c,11 m
Glutamato,Margalef,5b,12 m
No os durmais,Margalef,6a,10 m
Misca bereber,Margalef,6b+,12 m
Slalom,Margalef,6c,12 m
Peus de plom,Margalef,6b+,12 m
Lolo cat,Margalef,6b,12 m
Piernodoyuna,Margalef,6b,12 m
Jass,Margalef,6b,12 m
Mameluko,Margalef,6c,10 m
Abracadabra,Margalef,6b+,10 m
A tuti pleni,Margalef,6a,10 m
10+11,Margalef,6a,10 m
Excite man,Margalef,6b,15 m
No es el ke semble,Margalef,5c,15 m
Excite women,Margalef,6b+,16 m
Can can,Margalef,6a+,16 m
Ajo esport,Margalef,6a,14 m
Ramposa,Margalef,5c,12 m
gatchetobrazos,Margalef,6b,15 m
Askavil,Margalef,6a+,18 m
Uy uy uy quina por,Margalef,6b,16 m
Aluminosis deportiva,Margalef,6b+,18 m
Diedre de la figuera,Margalef,6c+,20 m
Control de qualitat,Margalef,6c,14 m
Regino,Margalef,7a,20 m
Morir de pie,Margalef,6c,20 m
Rock and vol,Margalef,7a,20 m
Estramonio pa Polonio,Margalef,6b+,20 m
Bony,Margalef,6c,20 m
Chinucas,Margalef,6c,20 m
Sapofobia,Margalef,7b,26 m
Bebe zombie,Margalef,7a+,26 m
Blankinter,Margalef,7a,26 m
Espermatozudos,Margalef,7b,30 m
Campamento gitano,Margalef,7c+,30 m
Penelopa cruz,Margalef,7c,20 m
Ipsofilia,Margalef,7c,20 m
Testaferro,Margalef,7c,20 m
Amenabar,Margalef,8a,20 m
Almodovar,Margalef,7c+,20 m
Bona minyona,Margalef,7c+,22 m
Joguina sexual,Margalef,7c+,22 m
A vista de pupi,Margalef,7a+,18 m
El viatger,Margalef,6a,25 m
Pura conti,Margalef,7c,25 m
Elcastigador,Margalef,7b+,25 m
El tio de la marmota,Margalef,7b,25 m
L'home tranquil,Margalef,7a,25 m
Indian holidays,Margalef,7a,30 m
Jodida pero contenta,Margalef,7b+,25 m
Tu eres eso,Margalef,6c+,25 m
Los poderosos,Margalef,6c,20 m
Hippy Colgao,Margalef,6c,20 m
Llums encesas,Margalef,6b+,13 m
Tenebrossa,Margalef,7c,16 m
Mugronet,Margalef,6c,16 m
Meteora,Margalef,6c+,16 m
